x,y
4.08,-1.5899999999999999
4.28,-1.5899999999999999
4.48,-1.5899999999999999
4.68,-1.5899999999999999
4.88,-1.5899999999999999
5.08,-1.5899999999999999
5.265355339059327,-1.554644660940672
5.417867965644036,-1.4399999999999997
5.527487373415291,-1.2925126265847076
5.529999999999999,-1.0935533905932726
5.58,-0.9142640687119279
5.630000000000001,-0.734974746830583
5.630000000000001,-0.5349747468305823
5.630000000000001,-0.3349747468305826
5.555735931288072,-0.1657359312880713
5.385025253169417,-0.09502525316941626
5.187106781186547,-0.08999999999999986
5.007817459305202,-0.03999999999999959
4.828528137423858,0.010000000000000231
4.628959235991434,0.01104076400856624
4.469949493661167,0.11000000000000032
4.269949493661167,0.11000000000000032
4.102182540694797,0.18781745930520288
3.9113708498984763,0.2100000000000004
3.732081528017131,0.26000000000000023
3.5320815280171316,0.26000000000000023
3.352792206135786,0.3100000000000005
3.1607611844574888,0.32923881554251205
2.9735028842544406,0.3600000000000003
2.7942135623730953,0.41000000000000014
2.594213562373096,0.41000000000000014
2.4149242404917506,0.4600000000000004
2.2149242404917504,0.4600000000000004
2.033984489160852,0.4139844891608515
1.9300000000000002,0.2863455967290598
1.8800000000000003,0.1070562748477153
1.8425631329235426,-0.07743686707645778
1.8300000000000005,-0.2722330470336316
1.7800000000000007,-0.4515223689149779
1.7800000000000007,-0.6515223689149785
1.8300000000000005,-0.8308116907963237
1.979390334559016,-0.9399999999999997
2.1586796564403588,-0.9899999999999998
2.320990257669732,-1.0809902576697312
2.4917009357883866,-1.1517009357883856
2.634415587728428,-1.2899999999999998
2.8137049096097733,-1.3399999999999999
2.930000000000001,-1.3399999999999999
